listing_id,neighborhood,rent,bedrooms,bathrooms,sqft,floor,year_built,in_unit_laundry,dishwasher,central_air,parking_included,gym_in_building,balcony,pets_allowed,heat_included,water_included,listing_description,review_1,review_2,review_3,click_through_rate
APT-1333,East Boston,2128,2,2,1060,4,1968,0,0,0,0,0,1,1,0,0,Comfortable two-bedroom with updated appliances and good closet space. Good natural light in the main living area.,One of the better apartments I've rented. balcony view and neighbors are friendly.,Super comfortable space. kitchen and I never had issues with noise.,"Lived here a year. balcony view. On the other hand, the bathroom could use an update.",0.0464
APT-1334,Back Bay,3674,2,2,867,2,1882,1,1,1,1,0,0,1,1,1,Sun-drenched two-bedroom featuring oversized windows and high ceilings. The living area is bathed in natural light from multiple exposures. Close to local farmers markets and community events.,Loved living here. The layout was a huge plus and the neighborhood is fantastic.,Perfect for young professionals. closet space and tons of good food nearby.,Perfect for young professionals. open floor plan and tons of good food nearby.,0.0657
APT-1335,South End,2921,1,1,650,3,1919,0,1,0,0,0,0,1,1,1,Spacious and bright one-bedroom with an open-concept layout. Recently renovated kitchen with quartz counters and soft-close cabinetry. Quiet building with thick walls and good insulation.,"Lived here a year. modern finishes. On the other hand, the walls are thin.",Really enjoyed my time here. dishwasher and the location is unbeatable.,Loved living here. The storage space was a huge plus and the neighborhood is fantastic.,0.0717
APT-1336,Jamaica Plain,2699,2,2,739,2,1950,1,0,1,0,0,0,1,0,1,Straightforward two-bedroom in a walkable part of Jamaica Plain. Cozy lower-level unit with some natural light.,Ended my lease early because of mold in the bathroom. Very frustrating experience.,Decent apartment for the price. updated appliances but the water pressure could be better.,Ended my lease early because of unreliable hot water. Very frustrating experience.,0.0601
APT-1337,Brighton,1243,0,1,437,4,1973,0,1,1,0,1,0,1,0,1,Affordable studio in Brighton. Small but functional kitchen.,It was fine. hardwood floors though parking is a nightmare.,Not great. heating and cooling issues was never properly addressed despite multiple requests.,It served its purpose. central air but management could be more responsive.,0.0265
APT-1338,Allston,1818,1,1,709,2,1946,0,0,0,0,0,0,1,0,0,Clean and bright one-bedroom available in Allston. Good natural light in the main living area.,Super comfortable space. rooftop access and I never had issues with noise.,"Not bad, not amazing. hardwood floors is a plus. the elevator is slow is a minus.",Average experience overall. modern finishes was nice but the heating system is inconsistent.,0.0059
APT-1339,Cambridge,3289,2,2,942,3,1986,1,1,0,1,0,0,0,0,1,Nice two-bedroom with a functional layout and recent updates. Eat-in kitchen with plenty of cabinet space. Private outdoor space perfect for morning coffee.,Great apartment. updated appliances made it feel like home right away. Would definitely recommend.,It served its purpose. natural light but management could be more responsive.,It was fine. bay windows though the heating system is inconsistent.,0.0583
APT-1340,Cambridge,4193,3,3,1283,5,2023,1,1,0,0,0,0,1,0,1,"Thoughtfully designed three-bedroom with premium finishes and abundant storage. The kitchen features granite countertops, stainless steel appliances, and a breakfast bar.",Perfect for young professionals. high ceilings and tons of good food nearby.,Great apartment. dishwasher made it feel like home right away. Would definitely recommend.,It was fine. hardwood floors though the water pressure could be better.,0.0468
APT-1341,East Boston,1931,1,1,637,2,1961,1,1,0,0,0,0,1,0,0,Clean and bright one-bedroom available in East Boston. Windows in every room keep the space feeling bright. Secure building with on-site management.,Had ongoing issues with unreliable hot water. Not worth the price.,The listing was misleading. the walls are thin and noise from the street.,Had ongoing issues with a leaky faucet. Not worth the price.,0.0398
APT-1342,Cambridge,3325,2,2,804,2,2023,1,1,0,0,1,0,0,1,1,"Charming two-bedroom with original hardwood floors and updated kitchen. Modern kitchen with sleek cabinetry, under-cabinet lighting, and high-end appliances. Pet-friendly building with a shared courtyard.",Super comfortable space. dishwasher and I never had issues with noise.,"Clean, well-maintained, and courtyard. No complaints.",One of the better apartments I've rented. high ceilings and neighbors are friendly.,0.0819
APT-1343,Fenway,2182,1,1,524,2,1949,1,1,0,1,0,0,0,0,0,"Charming one-bedroom with original hardwood floors and updated kitchen. The kitchen features granite countertops, stainless steel appliances, and a breakfast bar.",Decent apartment for the price. central air but you can hear the neighbors above.,Really appreciated bay windows. The management fixed things quickly when needed.,Perfect for young professionals. building amenities and tons of good food nearby.,0.054
APT-1344,Dorchester,1502,1,1,731,6,1917,1,0,1,0,0,1,1,0,1,Updated one-bedroom in a well-managed building in Dorchester. The kitchen has been updated with new countertops and appliances.,Lived here for two years and loved it. hardwood floors made a big difference day to day.,Loved living here. The parking spot was a huge plus and the neighborhood is fantastic.,The apartment looked better in photos. the elevator is slow was a constant frustration.,0.0811
APT-1345,Cambridge,4484,3,3,1129,2,1976,1,1,1,0,1,0,1,0,1,"Thoughtfully designed three-bedroom with premium finishes and abundant storage. Chef's kitchen with gas range, stone countertops, and ample prep space. The layout offers great separation between bedrooms.",Really enjoyed my time here. rooftop access and the location is unbeatable.,Super comfortable space. closet space and I never had issues with noise.,Really enjoyed my time here. bay windows and the location is unbeatable.,0.0589
APT-1346,Fenway,4135,3,3,1243,1,2010,1,1,0,1,0,0,1,0,1,"Sun-drenched three-bedroom featuring oversized windows and high ceilings. Oversized bay windows create a bright, airy atmosphere. Open floor plan is great for entertaining.",Struggled with a leaky faucet the entire lease. Save your money.,Mixed feelings. gym but I wish the bathroom was newer.,Very happy with this place. bay windows is exactly what I was looking for.,0.0872
APT-1347,Back Bay,3927,2,2,818,6,1925,0,1,1,0,0,1,0,1,0,"Stunning two-bedroom in the heart of Back Bay. Chef's kitchen with gas range, stone countertops, and ample prep space. Secure building with on-site management.",Solid place to live. balcony view was better than expected. Management is responsive.,The listing was misleading. the laundry room is always busy and a malfunctioning thermostat.,Super comfortable space. courtyard and I never had issues with noise.,0.0467
APT-1348,East Boston,2612,2,2,914,3,1964,1,1,1,0,0,0,1,0,1,Pleasant two-bedroom with a good layout and natural light. Eat-in kitchen with plenty of cabinet space. Quiet building with thick walls and good insulation.,Lived here for two years and loved it. rooftop access made a big difference day to day.,Would not recommend. the hallways are a bit run-down and the rent does not match the quality.,Below average. the hallways are a bit run-down and the building needs serious maintenance.,0.0587
APT-1349,Dorchester,1756,2,2,795,2,1989,0,0,1,0,1,1,1,0,1,"Well-maintained two-bedroom in a convenient Dorchester location. Nice afternoon light from the west-facing windows. Steps from great restaurants, coffee shops, and nightlife.",It served its purpose. dishwasher but management could be more responsive.,Great apartment. rooftop access made it feel like home right away. Would definitely recommend.,Lived here for two years and loved it. central air made a big difference day to day.,0.0492
APT-1350,South End,3245,2,2,957,3,2024,0,1,0,0,1,1,1,0,1,Move-in ready two-bedroom with designer touches throughout. The living area is bathed in natural light from multiple exposures.,Solid place to live. layout was better than expected. Management is responsive.,Would rent again in a heartbeat. parking spot and great vibes in the neighborhood.,It served its purpose. in-unit laundry but management could be more responsive.,0.0784
APT-1351,Beacon Hill,3540,1,1,590,1,1919,1,1,0,0,0,0,0,1,1,Nice one-bedroom with a functional layout and recent updates. Good natural light in the main living area.,Super comfortable space. in-unit laundry and I never had issues with noise.,"Good for what you pay. bay windows, just be aware that parking is a nightmare.",Solid place to live. high ceilings was better than expected. Management is responsive.,0.0639
APT-1352,Jamaica Plain,2385,2,2,872,6,1997,1,1,0,0,1,0,1,1,1,Thoughtfully designed two-bedroom with premium finishes and abundant storage. The living area is bathed in natural light from multiple exposures.,Would not recommend. the buzzer system barely works and the rent does not match the quality.,My favorite apartment so far. gym and the commute to downtown was easy.,Would rent again in a heartbeat. open floor plan and great vibes in the neighborhood.,0.0723
APT-1353,Jamaica Plain,3110,3,3,1511,6,1946,1,0,1,1,0,0,1,0,0,Clean and bright three-bedroom available in Jamaica Plain. Kitchen includes newer appliances and tile backsplash.,Super comfortable space. dishwasher and I never had issues with noise.,"Lived here a year. hardwood floors. On the other hand, the buzzer system barely works.",Decent apartment for the price. high ceilings but the bathroom could use an update.,0.072
APT-1354,Back Bay,3122,1,1,670,5,1884,0,1,1,0,0,0,1,1,1,Gorgeous one-bedroom in a meticulously maintained brownstone. The living area is bathed in natural light from multiple exposures. Neighborhood favorites for brunch and dinner are just around the corner.,The apartment exceeded my expectations. modern finishes and the building is well-run.,Super comfortable space. open floor plan and I never had issues with noise.,The apartment exceeded my expectations. renovated bathroom and the building is well-run.,0.0668
